order_id,product_id,product_category,price,is_first_time_customer,order_day_of_week,returned
ORD-8095,P-195,Brakes,57.7,0,4,0
ORD-8096,P-196,Exhaust,46.01,0,3,0
ORD-8097,P-197,Brakes,69.67,0,1,0
ORD-8098,P-198,Engine,27.23,0,0,0
ORD-8099,P-199,HVAC,22.38,0,5,0
ORD-8100,P-200,Brakes,7.3,1,5,0
ORD-8101,P-201,Brakes,16.66,0,0,0
ORD-8102,P-202,Brakes,70.9,1,2,0
ORD-8103,P-203,Suspension,112.23,1,0,1
ORD-8104,P-204,Electronics,26.71,0,4,0
ORD-8105,P-205,Suspension,154.98,0,6,0
ORD-8106,P-206,Brakes,147.75,0,3,0
ORD-8107,P-207,Exhaust,57.67,0,6,0
ORD-8108,P-208,Engine,116.34,1,3,0
ORD-8109,P-209,HVAC,33.84,0,4,0
ORD-8110,P-210,Filters,30.81,1,5,0
ORD-8111,P-211,Exhaust,16.91,1,0,0
ORD-8112,P-212,Suspension,51.13,0,0,0
ORD-8113,P-213,Brakes,12.9,0,2,0
ORD-8114,P-214,Exhaust,23.29,1,1,0
ORD-8115,P-215,Electronics,75.3,0,3,0
ORD-8116,P-216,HVAC,62.82,0,6,0
ORD-8117,P-217,Engine,69.21,0,3,0
ORD-8118,P-218,Filters,28.84,0,0,0
ORD-8119,P-219,Exhaust,42.87,0,4,0
ORD-8120,P-220,Suspension,47.04,0,0,1
ORD-8121,P-221,Electronics,16.96,0,3,0
ORD-8122,P-222,Suspension,105.95,0,1,0
ORD-8123,P-223,Brakes,16.8,0,0,0
ORD-8124,P-224,Electronics,17.55,0,2,0
ORD-8125,P-225,Suspension,58.86,0,2,0
ORD-8126,P-226,Exhaust,23.47,1,1,0
ORD-8127,P-227,Brakes,72.16,1,4,1
ORD-8128,P-228,Brakes,14.45,1,4,0
ORD-8129,P-229,Exhaust,81.48,0,6,0
ORD-8130,P-230,Electronics,40.92,1,0,0
ORD-8131,P-231,Engine,180.31,0,4,0
ORD-8132,P-232,Brakes,12.89,0,6,0
ORD-8133,P-233,Electronics,42.95,1,5,0
ORD-8134,P-234,Brakes,28.08,0,3,0
ORD-8135,P-235,Exhaust,19.19,1,4,0
ORD-8136,P-236,Filters,209.93,0,5,0
ORD-8137,P-237,Brakes,151.11,1,5,0
ORD-8138,P-238,Engine,38.11,1,2,0
ORD-8139,P-239,Electronics,95.14,1,0,0
ORD-8140,P-240,Electronics,96.89,0,5,0
ORD-8141,P-241,Filters,17.75,1,0,0
ORD-8142,P-242,Suspension,26.3,1,6,0
ORD-8143,P-243,Filters,33.16,0,3,0
ORD-8144,P-244,Engine,105.86,1,1,0
ORD-8145,P-245,Brakes,39.84,1,6,1
ORD-8146,P-246,Brakes,63.54,1,1,1
ORD-8147,P-247,Filters,38.39,1,6,0
ORD-8148,P-248,Brakes,18.84,0,2,0
ORD-8149,P-249,Brakes,56.4,0,1,0
ORD-8150,P-250,Engine,28.4,0,2,0
ORD-8151,P-251,Filters,134.46,0,4,0
ORD-8152,P-252,Electronics,21.98,0,0,0
ORD-8153,P-253,Exhaust,19.33,0,3,0
ORD-8154,P-254,Engine,103.1,0,3,0
ORD-8155,P-255,Engine,48.64,1,6,0
ORD-8156,P-256,Filters,24.17,0,1,0
ORD-8157,P-257,Engine,107.23,0,5,0
ORD-8158,P-258,Brakes,34.51,0,6,0
ORD-8159,P-259,Exhaust,241.35,1,2,0
ORD-8160,P-260,Electronics,124.29,0,5,0
ORD-8161,P-261,Filters,33.96,1,2,0
ORD-8162,P-262,Filters,64.98,0,0,1
ORD-8163,P-263,Filters,26.32,0,5,0
ORD-8164,P-264,Suspension,62.89,0,3,1
ORD-8165,P-265,Filters,25.54,0,4,0
ORD-8166,P-266,Engine,15.36,0,4,0
ORD-8167,P-267,Brakes,35.91,0,4,0
ORD-8168,P-268,Engine,54.72,1,0,0
ORD-8169,P-269,Brakes,13.21,0,1,0
ORD-8170,P-270,Exhaust,73.21,1,3,0
ORD-8171,P-271,Engine,77.42,0,5,0
ORD-8172,P-272,Engine,52.02,0,0,0
ORD-8173,P-273,Engine,18.69,0,4,0
ORD-8174,P-274,Filters,19.4,1,3,0
ORD-8175,P-275,Suspension,78.49,0,2,1
ORD-8176,P-276,Suspension,111.26,0,0,0
ORD-8177,P-277,Filters,36.01,1,2,0
ORD-8178,P-278,Exhaust,22.71,1,4,0
ORD-8179,P-279,HVAC,27.6,0,5,0
ORD-8180,P-280,Engine,27.9,1,1,0
ORD-8181,P-281,Exhaust,49.62,0,1,0
ORD-8182,P-282,Suspension,182.94,0,0,0
ORD-8183,P-283,Electronics,38.25,0,3,0
ORD-8184,P-284,Engine,45.98,0,6,0
ORD-8185,P-285,Brakes,20.86,0,3,0
ORD-8186,P-286,Brakes,84.86,1,3,1
ORD-8187,P-287,Engine,29.84,0,3,0
ORD-8188,P-288,Brakes,46.09,1,2,0
ORD-8189,P-289,Engine,65.85,0,3,0
ORD-8190,P-290,Electronics,37.26,1,0,0
ORD-8191,P-291,Suspension,77.83,0,1,0
ORD-8192,P-292,Exhaust,29.12,0,4,0
ORD-8193,P-293,Suspension,98.26,0,0,0
ORD-8194,P-294,Exhaust,47.63,0,1,1
ORD-8195,P-295,Exhaust,47.61,0,3,0
ORD-8196,P-296,Exhaust,39.61,1,5,0
ORD-8197,P-297,Brakes,56.28,1,3,0
ORD-8198,P-298,Suspension,59.24,1,5,1
ORD-8199,P-299,Engine,109.76,0,1,0
ORD-8200,P-100,Exhaust,31.82,0,1,0
ORD-8201,P-101,Suspension,43.44,1,1,0
ORD-8202,P-102,HVAC,25.66,0,6,0
ORD-8203,P-103,Filters,22.76,0,0,0
ORD-8204,P-104,Exhaust,49.01,1,0,0
ORD-8205,P-105,Brakes,100.11,0,5,1
ORD-8206,P-106,Suspension,19.78,0,5,0
ORD-8207,P-107,Filters,72.03,0,4,0
ORD-8208,P-108,Brakes,18.77,1,4,0
ORD-8209,P-109,Brakes,67.36,1,5,0
ORD-8210,P-110,Suspension,128.47,0,1,0
ORD-8211,P-111,Engine,34.2,0,2,1
ORD-8212,P-112,Filters,83.46,0,4,0
ORD-8213,P-113,Filters,39.92,0,4,0
ORD-8214,P-114,Electronics,14.75,1,0,0
ORD-8215,P-115,Electronics,64.08,1,0,0
ORD-8216,P-116,Electronics,29.79,0,3,0
ORD-8217,P-117,Suspension,44.29,0,0,0
ORD-8218,P-118,Brakes,117.79,0,2,0
ORD-8219,P-119,Brakes,33.12,1,2,0
ORD-8220,P-120,Exhaust,43.28,0,5,0
ORD-8221,P-121,Suspension,74.23,0,2,0
ORD-8222,P-122,Filters,212.28,0,3,0
ORD-8223,P-123,Filters,54.61,1,4,0
ORD-8224,P-124,Engine,25.53,1,5,0
ORD-8225,P-125,Engine,24.18,0,1,0
ORD-8226,P-126,Suspension,53.0,1,1,0
ORD-8227,P-127,Brakes,38.87,1,1,0
ORD-8228,P-128,Suspension,11.77,0,4,0
ORD-8229,P-129,HVAC,40.05,0,4,0
ORD-8230,P-130,Engine,194.88,0,1,0
ORD-8231,P-131,Exhaust,43.93,0,6,0
ORD-8232,P-132,HVAC,24.62,0,5,0
ORD-8233,P-133,Electronics,193.03,0,6,0
ORD-8234,P-134,Suspension,15.33,0,4,0
ORD-8235,P-135,Filters,298.09,1,4,1
ORD-8236,P-136,Engine,19.15,0,2,0
ORD-8237,P-137,Brakes,42.3,1,6,0
ORD-8238,P-138,Suspension,73.68,0,4,0
ORD-8239,P-139,Engine,41.42,1,4,0
ORD-8240,P-140,Brakes,111.76,0,1,0
ORD-8241,P-141,Brakes,37.53,0,5,0
ORD-8242,P-142,Engine,36.35,0,5,0
ORD-8243,P-143,Brakes,22.98,0,3,0
ORD-8244,P-144,Filters,46.99,1,1,1
ORD-8245,P-145,Filters,85.88,0,2,0
ORD-8246,P-146,Suspension,30.62,1,4,0
ORD-8247,P-147,Brakes,46.62,0,5,0
ORD-8248,P-148,Engine,55.91,0,0,0
ORD-8249,P-149,Engine,140.18,0,4,0
ORD-8250,P-150,Filters,51.51,0,1,0
ORD-8251,P-151,Electronics,12.4,1,2,0
ORD-8252,P-152,Brakes,16.34,1,1,1
ORD-8253,P-153,Engine,53.29,0,3,0
ORD-8254,P-154,Engine,132.06,0,4,0
ORD-8255,P-155,Suspension,20.76,1,6,0
ORD-8256,P-156,Exhaust,29.86,0,0,0
ORD-8257,P-157,Filters,32.0,0,5,0
ORD-8258,P-158,Brakes,51.49,0,1,0
ORD-8259,P-159,Filters,47.49,0,0,0
ORD-8260,P-160,Filters,10.12,0,5,0
ORD-8261,P-161,Filters,20.16,0,1,0
ORD-8262,P-162,Engine,76.82,0,6,0
ORD-8263,P-163,Filters,45.89,1,5,0
ORD-8264,P-164,Brakes,22.8,1,1,0
ORD-8265,P-165,Engine,66.3,0,5,1
ORD-8266,P-166,Suspension,12.89,0,5,0
ORD-8267,P-167,Engine,43.97,0,4,0
ORD-8268,P-168,Exhaust,91.1,1,1,0
ORD-8269,P-169,Brakes,19.46,1,4,0
ORD-8270,P-170,Suspension,38.41,1,4,0
ORD-8271,P-171,Suspension,119.77,0,3,0
ORD-8272,P-172,Suspension,34.83,0,4,0
ORD-8273,P-173,Electronics,34.66,0,0,0
ORD-8274,P-174,Electronics,170.12,0,3,0
ORD-8275,P-175,Filters,55.66,0,4,0
ORD-8276,P-176,Electronics,131.96,1,0,0
ORD-8277,P-177,Filters,48.51,0,3,0
ORD-8278,P-178,Exhaust,29.35,0,2,0
ORD-8279,P-179,Engine,35.52,0,4,0
ORD-8280,P-180,Exhaust,20.13,0,5,0
ORD-8281,P-181,Suspension,68.54,0,6,0
ORD-8282,P-182,Exhaust,36.29,0,3,1
ORD-8283,P-183,Brakes,11.7,0,6,0
ORD-8284,P-184,Filters,39.59,0,2,0
ORD-8285,P-185,Filters,146.41,0,3,0
ORD-8286,P-186,Engine,24.18,0,4,0
ORD-8287,P-187,Filters,222.09,1,4,0
ORD-8288,P-188,Suspension,50.85,0,1,0
ORD-8289,P-189,Exhaust,35.06,0,6,0
ORD-8290,P-190,Electronics,73.7,1,5,0
ORD-8291,P-191,Exhaust,82.33,0,5,1
ORD-8292,P-192,Brakes,50.46,0,2,0
ORD-8293,P-193,Engine,40.25,0,3,0
ORD-8294,P-194,Suspension,59.11,1,6,0
ORD-8295,P-195,Filters,74.07,0,5,0
ORD-8296,P-196,Brakes,31.09,0,1,0
ORD-8297,P-197,Engine,38.96,0,1,0
ORD-8298,P-198,Engine,67.91,1,0,0
ORD-8299,P-199,Engine,64.39,0,2,0
ORD-8300,P-200,Engine,28.01,0,2,0
ORD-8301,P-201,HVAC,54.66,1,1,0
ORD-8302,P-202,Suspension,72.19,0,2,0
ORD-8303,P-203,Engine,10.97,0,1,0
ORD-8304,P-204,Exhaust,164.16,0,1,0
ORD-8305,P-205,Filters,11.69,0,5,1
ORD-8306,P-206,Electronics,37.26,0,1,0
ORD-8307,P-207,Brakes,28.43,1,4,0
ORD-8308,P-208,Brakes,22.33,0,0,0
ORD-8309,P-209,Electronics,24.21,1,0,0
ORD-8310,P-210,Electronics,38.28,1,6,0
ORD-8311,P-211,Suspension,19.62,0,6,0
ORD-8312,P-212,Brakes,50.11,0,1,0
ORD-8313,P-213,Exhaust,67.63,0,6,0
ORD-8314,P-214,Suspension,88.22,1,5,0
ORD-8315,P-215,Engine,82.32,0,5,0
ORD-8316,P-216,Brakes,13.3,1,3,0
ORD-8317,P-217,Electronics,21.29,0,6,0
ORD-8318,P-218,HVAC,15.29,0,4,0
ORD-8319,P-219,Filters,20.74,0,3,0
ORD-8320,P-220,Filters,18.96,0,2,0
ORD-8321,P-221,Exhaust,47.2,0,1,0
ORD-8322,P-222,Brakes,30.32,1,2,0
ORD-8323,P-223,Exhaust,21.17,0,1,0
ORD-8324,P-224,Filters,17.95,1,0,0
ORD-8325,P-225,Exhaust,10.94,1,2,0
ORD-8326,P-226,Electronics,22.32,0,5,0
ORD-8327,P-227,Engine,99.91,1,0,0
ORD-8328,P-228,Electronics,29.29,0,2,0
ORD-8329,P-229,Exhaust,43.31,1,5,1
ORD-8330,P-230,Engine,44.22,0,0,0
ORD-8331,P-231,Filters,23.13,0,1,0
ORD-8332,P-232,Brakes,22.25,0,3,0
ORD-8333,P-233,HVAC,35.43,0,2,0
ORD-8334,P-234,Engine,40.67,1,3,0
ORD-8335,P-235,Suspension,46.47,0,1,0
ORD-8336,P-236,Brakes,112.31,0,5,0
ORD-8337,P-237,Brakes,51.18,0,2,0
ORD-8338,P-238,Brakes,41.7,0,6,0
ORD-8339,P-239,Brakes,44.33,1,5,0
ORD-8340,P-240,Engine,33.35,1,3,0
ORD-8341,P-241,HVAC,86.94,1,2,0
ORD-8342,P-242,Suspension,102.46,0,4,0
ORD-8343,P-243,Brakes,70.06,0,3,0
ORD-8344,P-244,Brakes,28.58,1,5,0
ORD-8345,P-245,Filters,42.83,1,0,0
ORD-8346,P-246,Engine,16.4,0,2,0
ORD-8347,P-247,Suspension,32.05,1,6,0
ORD-8348,P-248,Engine,34.78,1,5,0
ORD-8349,P-249,Engine,52.78,0,6,0
ORD-8350,P-250,Brakes,56.08,1,2,0
ORD-8351,P-251,Filters,198.29,1,5,1
ORD-8352,P-252,Exhaust,31.3,0,6,0
ORD-8353,P-253,Electronics,22.5,1,1,1
ORD-8354,P-254,HVAC,49.01,1,5,0
ORD-8355,P-255,Exhaust,23.36,1,1,0
ORD-8356,P-256,Engine,39.93,1,0,0
ORD-8357,P-257,Engine,40.24,0,2,0
ORD-8358,P-258,Exhaust,79.63,0,0,0
ORD-8359,P-259,Exhaust,69.87,1,0,0
ORD-8360,P-260,Electronics,91.39,1,3,1
ORD-8361,P-261,Filters,37.83,0,3,1
ORD-8362,P-262,Brakes,32.55,0,2,0
ORD-8363,P-263,Engine,18.16,1,5,0
ORD-8364,P-264,HVAC,61.53,1,6,0
ORD-8365,P-265,Exhaust,32.41,0,6,0
ORD-8366,P-266,Engine,32.93,0,4,0
ORD-8367,P-267,Electronics,72.65,0,6,0
ORD-8368,P-268,Suspension,34.58,0,6,0
ORD-8369,P-269,Electronics,44.57,1,4,1
ORD-8370,P-270,Engine,12.74,1,4,1
ORD-8371,P-271,HVAC,18.28,0,5,0
ORD-8372,P-272,Suspension,86.53,0,1,0
ORD-8373,P-273,Exhaust,19.49,0,4,0
ORD-8374,P-274,Electronics,28.78,0,6,0
ORD-8375,P-275,Brakes,63.2,1,1,0
ORD-8376,P-276,Brakes,18.56,1,2,1
ORD-8377,P-277,Engine,123.53,0,0,0
ORD-8378,P-278,Engine,47.59,0,2,0
ORD-8379,P-279,Engine,38.73,0,6,0
ORD-8380,P-280,Engine,68.34,0,2,0
ORD-8381,P-281,Brakes,85.17,0,1,0
ORD-8382,P-282,Suspension,58.5,1,6,0
ORD-8383,P-283,Suspension,41.36,0,6,0
ORD-8384,P-284,Engine,19.13,1,5,0
ORD-8385,P-285,Engine,41.52,0,4,1
ORD-8386,P-286,Brakes,50.3,0,3,0
ORD-8387,P-287,Brakes,16.18,0,1,0
ORD-8388,P-288,HVAC,67.09,0,5,0
ORD-8389,P-289,Exhaust,22.56,0,1,0
ORD-8390,P-290,Brakes,17.94,0,2,1
ORD-8391,P-291,Filters,30.99,1,5,0
ORD-8392,P-292,Electronics,35.87,0,6,0
ORD-8393,P-293,Brakes,57.78,0,5,0
ORD-8394,P-294,Filters,15.49,0,4,0
ORD-8395,P-295,Filters,36.42,0,3,0
ORD-8396,P-296,Engine,30.79,1,6,0
ORD-8397,P-297,Engine,39.35,1,2,0
ORD-8398,P-298,Brakes,29.49,1,2,0
ORD-8399,P-299,Suspension,35.47,0,6,0
ORD-8400,P-100,Engine,71.55,0,1,0
ORD-8401,P-101,Suspension,13.74,0,3,0
ORD-8402,P-102,Suspension,71.04,1,2,0
ORD-8403,P-103,Engine,24.1,0,0,0
ORD-8404,P-104,Filters,23.11,0,3,0
ORD-8405,P-105,Brakes,31.13,1,6,0
ORD-8406,P-106,Engine,192.65,1,2,0
ORD-8407,P-107,Engine,152.5,0,6,0
ORD-8408,P-108,Exhaust,28.96,0,5,0
ORD-8409,P-109,Filters,27.36,0,1,0
ORD-8410,P-110,Brakes,48.96,0,0,0
ORD-8411,P-111,Engine,82.51,0,0,0
ORD-8412,P-112,Suspension,38.34,0,4,0
ORD-8413,P-113,Engine,32.66,1,0,0
ORD-8414,P-114,HVAC,75.21,1,0,0
ORD-8415,P-115,Electronics,135.8,0,0,0
ORD-8416,P-116,Electronics,46.05,0,2,0
ORD-8417,P-117,Electronics,27.73,0,3,0
ORD-8418,P-118,Engine,65.51,0,0,0
ORD-8419,P-119,Engine,43.32,1,3,0
ORD-8420,P-120,Engine,130.31,1,2,0
ORD-8421,P-121,Engine,94.4,0,3,1
ORD-8422,P-122,HVAC,65.07,0,6,0
ORD-8423,P-123,Exhaust,35.29,0,0,0
ORD-8424,P-124,Engine,19.2,0,4,0
ORD-8425,P-125,Brakes,151.05,0,4,0
ORD-8426,P-126,Suspension,37.59,0,5,0
ORD-8427,P-127,Electronics,72.51,0,2,1
ORD-8428,P-128,Suspension,53.37,1,1,0
ORD-8429,P-129,Filters,60.72,0,3,0
ORD-8430,P-130,Filters,22.79,1,3,0
ORD-8431,P-131,Brakes,36.8,0,3,0
ORD-8432,P-132,Filters,20.11,0,2,0
ORD-8433,P-133,Engine,29.19,0,6,0
ORD-8434,P-134,Brakes,96.54,1,3,0
ORD-8435,P-135,Brakes,83.51,0,1,0
ORD-8436,P-136,Exhaust,18.72,0,5,0
ORD-8437,P-137,Suspension,26.16,0,1,0
ORD-8438,P-138,Brakes,172.73,1,2,0
ORD-8439,P-139,Suspension,39.04,0,5,0
ORD-8440,P-140,Electronics,18.93,1,2,1
ORD-8441,P-141,Engine,45.9,1,2,0
ORD-8442,P-142,Electronics,64.35,0,6,1
ORD-8443,P-143,Filters,28.03,0,6,0
ORD-8444,P-144,Engine,29.13,1,1,0
ORD-8445,P-145,Filters,23.24,0,3,0
ORD-8446,P-146,Exhaust,38.55,1,3,1
ORD-8447,P-147,Engine,28.34,1,4,0
ORD-8448,P-148,Engine,74.67,0,3,0
ORD-8449,P-149,Engine,25.31,0,5,0
ORD-8450,P-150,Brakes,41.79,0,3,0
ORD-8451,P-151,Electronics,65.0,0,6,0
ORD-8452,P-152,Filters,22.23,0,3,1
ORD-8453,P-153,Engine,17.69,0,2,0
ORD-8454,P-154,Brakes,17.82,0,5,1
ORD-8455,P-155,Suspension,86.58,1,6,1
ORD-8456,P-156,Engine,36.45,0,5,0
ORD-8457,P-157,Suspension,54.05,0,0,0
ORD-8458,P-158,Filters,15.48,0,6,0
ORD-8459,P-159,Filters,26.74,1,6,0
ORD-8460,P-160,Brakes,75.28,0,1,0
ORD-8461,P-161,Suspension,82.55,0,3,0
ORD-8462,P-162,Engine,27.86,0,2,0
ORD-8463,P-163,Electronics,18.71,0,3,1
ORD-8464,P-164,Exhaust,72.31,0,2,0
ORD-8465,P-165,Filters,53.25,0,0,0
ORD-8466,P-166,Electronics,45.82,0,3,1
ORD-8467,P-167,Engine,24.49,1,0,0
ORD-8468,P-168,Filters,53.94,0,1,0
ORD-8469,P-169,Brakes,89.45,1,3,0
ORD-8470,P-170,Electronics,22.11,0,4,0
ORD-8471,P-171,Engine,29.62,0,6,0
ORD-8472,P-172,Suspension,26.24,1,0,1
ORD-8473,P-173,Suspension,18.15,0,5,0
ORD-8474,P-174,Engine,64.43,0,2,0
ORD-8475,P-175,Brakes,113.71,0,1,0
ORD-8476,P-176,HVAC,34.75,1,1,0
ORD-8477,P-177,Electronics,31.52,1,5,0
ORD-8478,P-178,Brakes,46.99,1,2,0
ORD-8479,P-179,Filters,117.16,0,1,0
ORD-8480,P-180,Electronics,97.64,0,6,0
ORD-8481,P-181,Engine,47.86,0,2,0
ORD-8482,P-182,Engine,82.69,0,6,0
ORD-8483,P-183,Brakes,14.3,0,0,0
ORD-8484,P-184,Exhaust,19.14,1,3,0
ORD-8485,P-185,Engine,47.62,0,6,0
ORD-8486,P-186,HVAC,281.92,0,6,1
ORD-8487,P-187,Suspension,40.65,0,0,0
ORD-8488,P-188,Suspension,49.05,0,0,0
ORD-8489,P-189,Filters,23.11,1,4,0
ORD-8490,P-190,Suspension,24.15,0,1,0
ORD-8491,P-191,Engine,34.12,1,2,1
ORD-8492,P-192,Electronics,30.65,0,3,0
ORD-8493,P-193,Brakes,57.94,1,5,0
ORD-8494,P-194,Brakes,216.24,0,3,1
ORD-8495,P-195,Brakes,20.55,0,6,1
ORD-8496,P-196,Suspension,72.0,0,2,0
ORD-8497,P-197,Engine,22.93,0,1,1
ORD-8498,P-198,Filters,46.89,1,5,0
ORD-8499,P-199,Brakes,38.13,1,4,0
ORD-8500,P-200,Suspension,43.27,1,1,0
ORD-8501,P-201,Filters,35.25,0,4,0
ORD-8502,P-202,Electronics,37.97,0,6,0
ORD-8503,P-203,Engine,50.15,1,4,0
ORD-8504,P-204,Exhaust,30.36,0,4,0
ORD-8505,P-205,Exhaust,15.22,0,0,0
ORD-8506,P-206,Engine,41.49,0,2,0
ORD-8507,P-207,Exhaust,86.13,1,2,0
ORD-8508,P-208,Suspension,26.34,0,3,0
ORD-8509,P-209,Engine,27.23,1,3,0
ORD-8510,P-210,Electronics,106.69,0,1,0
ORD-8511,P-211,Filters,30.61,1,2,0
ORD-8512,P-212,Brakes,21.08,0,5,0
ORD-8513,P-213,Filters,58.61,0,5,0
ORD-8514,P-214,Engine,17.11,0,5,0
ORD-8515,P-215,Exhaust,30.78,0,5,0
ORD-8516,P-216,Engine,75.78,1,0,0
ORD-8517,P-217,HVAC,29.81,1,0,0
ORD-8518,P-218,Electronics,39.73,0,3,0
ORD-8519,P-219,Suspension,46.71,1,3,0
ORD-8520,P-220,Exhaust,22.2,0,1,0
ORD-8521,P-221,Exhaust,125.0,0,5,0
ORD-8522,P-222,Brakes,12.1,0,6,0
ORD-8523,P-223,Electronics,45.83,0,5,0
ORD-8524,P-224,Electronics,46.32,0,5,0
ORD-8525,P-225,Suspension,19.64,0,6,1
ORD-8526,P-226,Brakes,34.43,1,0,0
ORD-8527,P-227,Filters,71.39,0,2,0
ORD-8528,P-228,Brakes,11.02,0,6,0
ORD-8529,P-229,Filters,25.92,0,5,0
ORD-8530,P-230,Filters,145.36,1,5,0
ORD-8531,P-231,Electronics,37.37,1,6,0
ORD-8532,P-232,Electronics,38.41,0,4,0
ORD-8533,P-233,Brakes,45.91,1,3,0
ORD-8534,P-234,Engine,132.86,1,3,0
ORD-8535,P-235,Electronics,55.55,0,0,0
ORD-8536,P-236,Engine,121.98,0,0,0
ORD-8537,P-237,HVAC,43.7,0,1,0
ORD-8538,P-238,Suspension,27.36,0,4,0
ORD-8539,P-239,Brakes,13.69,0,5,0
ORD-8540,P-240,Exhaust,33.2,0,6,0
ORD-8541,P-241,Electronics,41.4,0,1,0
ORD-8542,P-242,Brakes,35.89,0,3,0
ORD-8543,P-243,Exhaust,11.7,0,6,0
ORD-8544,P-244,Brakes,62.39,1,2,0
ORD-8545,P-245,Electronics,25.61,0,1,0
ORD-8546,P-246,Suspension,87.16,0,3,0
ORD-8547,P-247,Suspension,16.4,0,2,0
ORD-8548,P-248,Engine,63.19,1,2,0
ORD-8549,P-249,Filters,89.44,0,2,0
ORD-8550,P-250,Filters,16.32,1,6,0
ORD-8551,P-251,HVAC,16.87,0,5,0
ORD-8552,P-252,Electronics,115.24,0,2,1
ORD-8553,P-253,Filters,46.77,1,4,0
ORD-8554,P-254,Brakes,38.68,0,1,0
ORD-8555,P-255,Brakes,29.41,0,3,0
ORD-8556,P-256,Electronics,13.7,1,0,0
ORD-8557,P-257,Electronics,79.49,0,5,0
ORD-8558,P-258,Exhaust,18.63,0,4,0
ORD-8559,P-259,Filters,20.65,0,6,0
ORD-8560,P-260,HVAC,33.33,0,2,1
ORD-8561,P-261,Brakes,55.37,1,6,0
ORD-8562,P-262,Exhaust,40.93,0,4,0
ORD-8563,P-263,Suspension,31.06,1,5,0
ORD-8564,P-264,Brakes,104.99,1,1,0
ORD-8565,P-265,Engine,16.06,1,0,0
ORD-8566,P-266,Engine,32.11,1,4,0
ORD-8567,P-267,Engine,115.92,0,3,0
ORD-8568,P-268,Engine,16.45,1,0,0
ORD-8569,P-269,Suspension,28.21,0,2,0
ORD-8570,P-270,Exhaust,112.81,1,2,0
ORD-8571,P-271,Brakes,33.34,0,0,0
ORD-8572,P-272,Electronics,81.99,0,4,0
ORD-8573,P-273,Engine,26.6,0,4,0
ORD-8574,P-274,Exhaust,37.19,1,3,0
ORD-8575,P-275,Filters,74.04,0,2,0
ORD-8576,P-276,Engine,45.51,1,0,0
ORD-8577,P-277,Electronics,134.66,0,1,0
ORD-8578,P-278,Suspension,21.54,0,5,0
ORD-8579,P-279,Brakes,32.1,0,0,0
ORD-8580,P-280,Electronics,145.88,0,2,0
ORD-8581,P-281,Brakes,49.02,1,3,0
ORD-8582,P-282,Suspension,34.85,1,4,0
ORD-8583,P-283,Filters,40.09,0,0,0
ORD-8584,P-284,Brakes,16.01,0,1,0
ORD-8585,P-285,Filters,81.98,0,0,0
ORD-8586,P-286,Electronics,11.93,1,1,0
ORD-8587,P-287,Brakes,71.88,0,1,1
ORD-8588,P-288,Brakes,14.01,1,6,0
ORD-8589,P-289,Suspension,18.94,0,6,0
ORD-8590,P-290,Electronics,81.92,0,5,0
ORD-8591,P-291,Brakes,48.04,0,0,0
ORD-8592,P-292,Filters,16.91,0,4,0
ORD-8593,P-293,Engine,39.21,1,6,0
ORD-8594,P-294,Brakes,42.02,0,6,0
ORD-8595,P-295,Engine,52.4,0,6,1
ORD-8596,P-296,Brakes,16.33,0,1,0
ORD-8597,P-297,Filters,29.99,1,1,0
ORD-8598,P-298,HVAC,15.93,0,4,0
ORD-8599,P-299,Suspension,35.11,0,1,0
ORD-8600,P-100,Suspension,43.54,1,0,0
ORD-8601,P-101,Electronics,64.14,0,6,0
ORD-8602,P-102,Filters,42.02,0,6,0
ORD-8603,P-103,Engine,22.81,1,2,0
ORD-8604,P-104,Brakes,27.32,0,2,0
ORD-8605,P-105,Suspension,28.55,0,4,0
ORD-8606,P-106,Engine,17.22,1,2,0
ORD-8607,P-107,Filters,21.43,0,6,0
ORD-8608,P-108,Filters,50.52,1,6,0
ORD-8609,P-109,Engine,47.81,1,6,0
ORD-8610,P-110,Brakes,16.12,0,0,0
ORD-8611,P-111,HVAC,104.19,0,2,0
ORD-8612,P-112,Exhaust,93.07,0,3,0
ORD-8613,P-113,Filters,47.85,0,1,0
ORD-8614,P-114,Brakes,21.16,0,5,0
ORD-8615,P-115,Electronics,92.56,0,2,0
ORD-8616,P-116,Suspension,67.0,0,3,0
ORD-8617,P-117,Electronics,49.41,1,0,0
ORD-8618,P-118,Electronics,60.6,0,4,0
ORD-8619,P-119,Engine,44.51,0,1,0
ORD-8620,P-120,HVAC,42.31,0,1,0
ORD-8621,P-121,Engine,37.23,0,5,0
ORD-8622,P-122,Filters,61.89,0,4,0
ORD-8623,P-123,Engine,67.48,1,3,0
ORD-8624,P-124,Brakes,26.34,1,6,0
ORD-8625,P-125,Engine,46.16,0,6,0
ORD-8626,P-126,Electronics,46.14,1,3,0
ORD-8627,P-127,Brakes,87.58,1,4,1
ORD-8628,P-128,Suspension,22.49,0,6,0
ORD-8629,P-129,Engine,31.8,1,6,1
ORD-8630,P-130,Filters,15.98,0,2,0
ORD-8631,P-131,Filters,27.33,0,1,0
ORD-8632,P-132,Filters,36.57,0,2,0
ORD-8633,P-133,Suspension,140.97,0,6,0
ORD-8634,P-134,Brakes,112.67,1,3,0
ORD-8635,P-135,Electronics,34.19,0,3,0
ORD-8636,P-136,Engine,45.83,1,5,0
